Unnamed: 0,brand,model,car_type,img_url,price,drive,hp,weight,torque,w_kg,year,country
207,Citroën,Xsara Rally Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0104.jpg,150000.0,FF,295.0,960.0,250.0,229 to 334 W/Kg,1999.0,🇫🇷
208,Citroën,Xsara VTR ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0100.jpg,21850.0,FF,106.0,1180.0,147.0,67 to ? W/Kg,2003.0,🇫🇷
209,Cizeta,V16T ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0109.jpg,636660.0,MR,560.0,1640.0,735.0,255 to ? W/Kg,1994.0,🇮🇹
211,DMC,DeLorean S2 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1068.jpg,525000.0,RR,197.0,1288.0,262.0,114 to ? W/Kg,2004.0,🇺🇸
212,Daihatsu,Copen Active Top ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0334.jpg,15000.0,FF,63.0,830.0,110.0,57 to ? W/Kg,2002.0,🇯🇵
213,Daihatsu,Copen Detachable Top ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0337.jpg,14980.0,FF,63.0,800.0,110.0,59 to ? W/Kg,2002.0,🇯🇵
214,Daihatsu,Cuore TR-XX Avanzato R (J) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0339.jpg,11140.0,FF,63.0,700.0,100.0,67 to ? W/Kg,1997.0,🇯🇵
215,Daihatsu,MIRA TR-XX Avanzato R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0338.jpg,11140.0,FF,63.0,700.0,100.0,67 to ? W/Kg,1997.0,🇯🇵
216,Daihatsu,MOVE CX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0332.jpg,10690.0,FF,54.0,740.0,61.0,54 to ? W/Kg,1995.0,🇯🇵
217,Daihatsu,MOVE Custom RS Limited ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0331.jpg,15720.0,4WD,63.0,920.0,103.0,51 to ? W/Kg,2002.0,🇯🇵
218,Daihatsu,MOVE SR-XX 2WD ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0335.jpg,11590.0,FF,63.0,760.0,100.0,62 to ? W/Kg,1997.0,🇯🇵
219,Daihatsu,MOVE SR-XX 4WD ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0333.jpg,12590.0,4WD,63.0,810.0,105.0,58 to ? W/Kg,1997.0,🇯🇵
220,Daihatsu,Midget II D type ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0328.jpg,5740.0,FR,31.0,570.0,50.0,40 to 192 W/Kg,1998.0,🇯🇵
221,Daihatsu,OFC-1 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0336.jpg,30000.0,FF,63.0,820.0,103.0,57 to ? W/Kg,2007.0,🇯🇵
222,Daihatsu,SIRION CX 2WD (J) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0330.jpg,10380.0,FF,59.0,840.0,94.0,52 to ? W/Kg,1998.0,🇯🇵
223,Daihatsu,SIRION CX 4WD (J) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0327.jpg,11830.0,4WD,59.0,890.0,94.0,49 to ? W/Kg,1998.0,🇯🇵
224,Daihatsu,SIRION X4 (J) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0341.jpg,13900.0,4WD,118.0,840.0,127.0,105 to 350 W/Kg,2000.0,🇯🇵
225,Daihatsu,STORIA CX 2WD ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0329.jpg,10380.0,FF,59.0,840.0,94.0,52 to ? W/Kg,1998.0,🇯🇵
226,Daihatsu,STORIA CX 4WD ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0326.jpg,11830.0,4WD,59.0,890.0,94.0,49 to ? W/Kg,1998.0,🇯🇵
227,Daihatsu,STORIA X4 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0340.jpg,13900.0,4WD,118.0,840.0,127.0,105 to 350 W/Kg,2000.0,🇯🇵
230,Dodge,Challenger R/T ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1071.jpg,75000.0,FR,425.0,1724.0,664.0,184 to 424 W/Kg,1970.0,🇺🇸
232,Dodge,Charger 440 R/T ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1069.jpg,75500.0,FR,375.0,1650.0,651.0,169 to 475 W/Kg,1970.0,🇺🇸
233,Dodge,Charger Super Bee 426 Hemi ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1070.jpg,80000.0,FR,425.0,1841.0,650.0,172 to ? W/Kg,1971.0,🇺🇸
235,Eagle,Talon Esi ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1073.jpg,15740.0,FF,138.0,1252.0,181.0,82 to ? W/Kg,1997.0,🇺🇸
238,Ferrari,330 P4 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0124.jpg,20000000.0,MR,435.0,792.0,522.0,409 to 644 W/Kg,1967.0,🇮🇹
239,Ferrari,365 GTB4 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0114.jpg,550000.0,FR,336.0,1200.0,431.0,209 to ? W/Kg,1971.0,🇮🇹
240,Ferrari,430 Scuderia ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0121.jpg,302500.0,MR,488.0,1350.0,470.0,270 to 483 W/Kg,2007.0,🇮🇹
241,Ferrari,458 Italia ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0122.jpg,283000.0,MR,546.0,1485.0,540.0,274 to 462 W/Kg,2009.0,🇮🇹
242,Ferrari,512 BB ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0113.jpg,102500.0,MR,343.0,1400.0,451.0,183 to 409 W/Kg,1976.0,🇮🇹
243,Ferrari,599 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0120.jpg,320300.0,FR,595.0,1580.0,608.0,281 to ? W/Kg,2006.0,🇮🇹
245,Ferrari,Dino 246 GT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0110.jpg,90000.0,MR,185.0,1080.0,225.0,128 to 263 W/Kg,1971.0,🇮🇹
246,Ferrari,Enzo Ferrari ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0123.jpg,1000000.0,MR,639.0,1255.0,657.0,380 to 675 W/Kg,2002.0,🇮🇹
247,Ferrari,F40 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0117.jpg,450000.0,MR,457.0,1352.0,576.0,252 to 504 W/Kg,1992.0,🇮🇹
248,Ferrari,F430 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0118.jpg,243200.0,MR,480.0,1450.0,465.0,247 to ? W/Kg,2006.0,🇮🇹
249,Ferrari,FXX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0125.jpg,2000000.0,MR,765.0,1155.0,686.0,494 to 798 W/Kg,2007.0,🇮🇹
250,Ferrari,GTO ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0115.jpg,1250000.0,MR,382.0,1160.0,500.0,246 to ? W/Kg,1984.0,🇮🇹
252,Fiat,500 1.2 8V Lounge SS ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0131.jpg,23300.0,FF,68.0,1010.0,102.0,50 to 231 W/Kg,2008.0,🇮🇹
253,Fiat,500 F ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0128.jpg,20770.0,RR,18.0,520.0,35.0,25 to ? W/Kg,1965.0,🇮🇹
254,Fiat,500 F ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0129.jpg,20770.0,RR,18.0,520.0,30.0,25 to ? W/Kg,1968.0,🇮🇹
255,Fiat,500 L ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0127.jpg,18580.0,RR,18.0,530.0,30.0,25 to ? W/Kg,1969.0,🇮🇹
256,Fiat,500 R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0126.jpg,15700.0,RR,18.0,595.0,39.0,22 to ? W/Kg,1972.0,🇮🇹
257,Fiat,Barchetta Giovane Due ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0133.jpg,24060.0,FF,128.0,1090.0,164.0,88 to ? W/Kg,2000.0,🇮🇹
258,Fiat,Coupe Turbo Plus ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0134.jpg,48110.0,FF,220.0,1310.0,310.0,125 to ? W/Kg,2000.0,🇮🇹
259,Fiat,Panda Super i.e. ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0130.jpg,14600.0,FF,44.0,730.0,74.0,45 to 252 W/Kg,1990.0,🇮🇹
260,Fiat,Punto HGT Abarth ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0132.jpg,30030.0,FF,129.0,1100.0,164.0,87 to ? W/Kg,2000.0,🇮🇹
261,Fisker,Karma EcoSport ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1074.jpg,138000.0,RR,386.0,2404.0,1300.0,120 to 166 W/Kg,2012.0,🇺🇸
269,Ford,Escort Rally Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1086.jpg,200000.0,4WD,300.0,1230.0,490.0,182 to ? W/Kg,1998.0,🇺🇸
271,Ford,Focus RS WRC 07 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1089.jpg,850000.0,4WD,301.0,1230.0,550.0,182 to ? W/Kg,2008.0,🇺🇸
272,Ford,Focus Rally Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1088.jpg,250000.0,4WD,300.0,1230.0,546.0,182 to ? W/Kg,1999.0,🇺🇸
273,Ford,Focus ST ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1078.jpg,32000.0,FF,222.0,1430.0,319.0,115 to ? W/Kg,2006.0,🇺🇸
274,Ford,Focus ST ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1079.jpg,24500.0,FF,252.0,1462.0,336.0,129 to ? W/Kg,2013.0,🇺🇸
276,Ford,Focus ST170 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1076.jpg,32750.0,FF,171.0,1240.0,195.0,102 to ? W/Kg,2003.0,🇺🇸
277,Ford,GT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1097.jpg,149880.0,MR,550.0,1451.0,677.0,283 to 590 W/Kg,2005.0,🇺🇸
278,Ford,GT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1096.jpg,149880.0,MR,533.0,1451.0,677.0,274 to 590 W/Kg,2006.0,🇺🇸
282,Ford,GT40 Mark I ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1091.jpg,2800000.0,MR,344.0,1080.0,456.0,238 to ? W/Kg,1966.0,🇺🇸
284,Ford,GT40 Race Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1095.jpg,20000000.0,MR,493.0,998.0,588.0,369 to ? W/Kg,1969.0,🇺🇸
285,Ford,Ka ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1075.jpg,12920.0,FF,59.0,965.0,105.0,46 to 219 W/Kg,2001.0,🇺🇸
286,Ford,Mark IV Race Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1098.jpg,20000000.0,MR,489.0,1000.0,637.0,365 to ? W/Kg,1967.0,🇺🇸
287,Ford,Mustang Boss 302 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1090.jpg,45000.0,FR,444.0,1647.0,515.0,201 to 484 W/Kg,2013.0,🇺🇸
288,Ford,Mustang GT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1084.jpg,25950.0,FR,296.0,1568.0,433.0,141 to ? W/Kg,2005.0,🇺🇸
290,Ford,Mustang SVT Cobra R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1087.jpg,57300.0,FR,385.0,1628.0,521.0,176 to ? W/Kg,2000.0,🇺🇸
292,Ford,Mustang V8 GT Coupe Premium ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1083.jpg,48500.0,FR,300.0,1630.0,433.0,137 to 448 W/Kg,2007.0,🇺🇸
293,Ford,RS200 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1080.jpg,160000.0,4WD,246.0,1180.0,291.0,156 to 331 W/Kg,1984.0,🇺🇸
295,Ford,SVT F-150 Lightning ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1082.jpg,35050.0,FR,380.0,2132.0,610.0,133 to ? W/Kg,2003.0,🇺🇸
296,Ford,Shelby GT500 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1094.jpg,55000.0,FR,662.0,1733.0,855.0,285 to 546 W/Kg,2013.0,🇺🇸
297,Ford,Taurus SHO ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1077.jpg,27510.0,FF,235.0,1509.0,312.0,116 to ? W/Kg,1998.0,🇺🇸
298,Gillet,Vertigo Race Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0135.jpg,1450000.0,FR,897.0,780.0,764.0,858 to ? W/Kg,2004.0,🇧🇪
317,HKS,CT230R ,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_0358.jpg,260000.0,4WD,572.0,1068.0,676.0,400 to ? W/Kg,2008.0,🇯🇵
318,HKS,GENKI HYPER SILVIA RS2 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0357.jpg,200000.0,FR,454.0,1130.0,549.0,299 to ? W/Kg,2004.0,🇯🇵
322,Holden,Commodore SS ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0360.jpg,40430.0,FR,328.0,1658.0,465.0,148 to ? W/Kg,2004.0,🇦🇺
323,Holden,Monaro CV8 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0359.jpg,47960.0,FR,328.0,1658.0,465.0,148 to ? W/Kg,2004.0,🇦🇺
324,Hommell,Berlinette R/S Coupe ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0136.jpg,47360.0,MR,165.0,950.0,196.0,129 to ? W/Kg,1999.0,🇫🇷
325,Honda,1300 Coupe 9 S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0377.jpg,12800.0,FF,108.0,900.0,113.0,90 to ? W/Kg,1970.0,🇯🇵
326,Honda,ACCORD Coupe ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0378.jpg,26000.0,FF,118.0,1220.0,166.0,72 to ? W/Kg,1988.0,🇯🇵
327,Honda,ACCORD Coupe EX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0411.jpg,27480.0,FF,240.0,1481.0,287.0,121 to ? W/Kg,2003.0,🇯🇵
328,Honda,ACCORD Euro-R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0402.jpg,25330.0,FF,217.0,1330.0,221.0,122 to ? W/Kg,2000.0,🇯🇵
329,Honda,ACCORD Euro-R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0395.jpg,25300.0,FF,217.0,1390.0,206.0,117 to ? W/Kg,2002.0,🇯🇵
330,Honda,ARTA NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0455.jpg,750000.0,MR,473.0,1150.0,392.0,307 to ? W/Kg,2000.0,🇯🇵
331,Honda,ARTA NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0462.jpg,950000.0,MR,493.0,1100.0,588.0,335 to ? W/Kg,2006.0,🇯🇵
332,Honda,BALLADE SPORTS CR-X 1.5i ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0383.jpg,12700.0,FF,108.0,815.0,135.0,99 to ? W/Kg,1983.0,🇯🇵
333,Honda,BEAT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0368.jpg,13800.0,MR,63.0,760.0,60.0,62 to ? W/Kg,1991.0,🇯🇵
334,Honda,BEAT Version F ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0367.jpg,13880.0,MR,63.0,760.0,60.0,62 to ? W/Kg,1992.0,🇯🇵
335,Honda,BEAT Version Z ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0369.jpg,14500.0,MR,63.0,760.0,60.0,62 to ? W/Kg,1993.0,🇯🇵
336,Honda,CITY Turbo II ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0388.jpg,12380.0,FF,108.0,735.0,160.0,110 to ? W/Kg,1983.0,🇯🇵
337,Honda,CIVIC 1500 3door 25¡ ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0380.jpg,11890.0,FF,99.0,815.0,129.0,91 to ? W/Kg,1983.0,🇯🇵
338,Honda,CIVIC 1500 3door CX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0376.jpg,9570.0,FF,84.0,780.0,121.0,81 to ? W/Kg,1979.0,🇯🇵
339,Honda,CIVIC SiR-ll (EG) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0386.jpg,16200.0,FF,168.0,1040.0,157.0,120 to ? W/Kg,1991.0,🇯🇵
340,Honda,CIVIC SiR-ll (EG) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0387.jpg,16200.0,FF,168.0,1040.0,157.0,120 to ? W/Kg,1992.0,🇯🇵
341,Honda,CIVIC SiR-ll (EG) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0389.jpg,16380.0,FF,168.0,1040.0,157.0,120 to ? W/Kg,1993.0,🇯🇵
342,Honda,CIVIC SiR-ll (EG) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0391.jpg,16980.0,FF,168.0,1040.0,157.0,120 to ? W/Kg,1995.0,🇯🇵
343,Honda,CIVIC TYPE R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0408.jpg,28350.0,FF,222.0,1270.0,215.0,130 to ? W/Kg,2008.0,🇯🇵
344,Honda,CIVIC TYPE R (EK) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0392.jpg,19980.0,FF,182.0,1050.0,160.0,130 to ? W/Kg,1997.0,🇯🇵
345,Honda,CIVIC TYPE R (EK) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0393.jpg,19980.0,FF,182.0,1050.0,160.0,130 to ? W/Kg,1998.0,🇯🇵
347,Honda,CIVIC TYPE R (EP) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0406.jpg,22000.0,FF,212.0,1190.0,202.0,133 to ? W/Kg,2001.0,🇯🇵
348,Honda,CIVIC TYPE R (EP) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0407.jpg,23310.0,FF,212.0,1190.0,202.0,133 to ? W/Kg,2004.0,🇯🇵
349,Honda,"CIVIC TYPE R (EP, EU) ",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0400.jpg,22000.0,FF,197.0,1190.0,196.0,124 to ? W/Kg,2001.0,🇯🇵
350,Honda,CR-X SiR ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0390.jpg,15470.0,FF,158.0,986.0,152.0,120 to ? W/Kg,1990.0,🇯🇵
351,Honda,CR-X del Sol SiR ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0385.jpg,17100.0,FF,168.0,1100.0,157.0,114 to ? W/Kg,1992.0,🇯🇵
353,Honda,CR-Z a ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0382.jpg,24980.0,FF,112.0,1130.0,145.0,74 to ? W/Kg,2010.0,🇯🇵
354,Honda,Castrol MUGEN NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0454.jpg,750000.0,MR,473.0,1150.0,392.0,307 to ? W/Kg,2000.0,🇯🇵
356,Honda,ELEMENT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0375.jpg,25900.0,4WD,158.0,1560.0,218.0,76 to ? W/Kg,2003.0,🇯🇵
357,Honda,EPSON NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0460.jpg,950000.0,MR,493.0,1150.0,588.0,320 to ? W/Kg,2008.0,🇯🇵
358,Honda,FIT RS ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0381.jpg,17000.0,FF,117.0,1050.0,145.0,84 to 253 W/Kg,2010.0,🇯🇵
359,Honda,FIT W ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0371.jpg,12600.0,FF,85.0,990.0,119.0,64 to ? W/Kg,2001.0,🇯🇵
363,Honda,HSV-010 GT Base Model ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0468.jpg,980000.0,FR,493.0,1100.0,392.0,335 to ? W/Kg,2012.0,🇯🇵
364,Honda,INSIGHT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0374.jpg,21000.0,FF,69.0,820.0,92.0,62 to ? W/Kg,1999.0,🇯🇵
365,Honda,INSIGHT LS ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0373.jpg,22100.0,FF,87.0,1200.0,121.0,54 to ? W/Kg,2009.0,🇯🇵
366,Honda,INTEGRA TYPE R (DC2) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0403.jpg,22280.0,FF,197.0,1060.0,181.0,139 to ? W/Kg,1995.0,🇯🇵
367,Honda,INTEGRA TYPE R (DC2) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0404.jpg,23580.0,FF,197.0,1080.0,186.0,136 to ? W/Kg,1998.0,🇯🇵
368,Honda,INTEGRA TYPE R (DC2) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0405.jpg,25160.0,FF,197.0,1080.0,186.0,136 to ? W/Kg,1999.0,🇯🇵
369,Honda,INTEGRA TYPE R (DC5) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0410.jpg,25900.0,FF,217.0,1170.0,206.0,138 to ? W/Kg,2003.0,🇯🇵
370,Honda,INTEGRA TYPE R (DC5) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0409.jpg,27300.0,FF,217.0,1180.0,206.0,137 to ? W/Kg,2004.0,🇯🇵
373,Honda,JAZZ 1.4 DSi SE Sport ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0372.jpg,12600.0,FF,85.0,990.0,119.0,64 to ? W/Kg,2001.0,🇯🇵
374,Honda,KEIHIN HSV-010 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0466.jpg,980000.0,FR,493.0,1100.0,392.0,335 to ? W/Kg,2012.0,🇯🇵
375,Honda,LIFE STEP VAN ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0361.jpg,8800.0,FF,30.0,605.0,28.0,36 to ? W/Kg,1972.0,🇯🇵
376,Honda,LOCTITE MUGEN NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0458.jpg,750000.0,MR,473.0,1150.0,392.0,307 to ? W/Kg,2001.0,🇯🇵
377,Honda,MUGEN MOTUL CIVIC Si ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0429.jpg,45000.0,FF,222.0,890.0,196.0,185 to ? W/Kg,1987.0,🇯🇵
378,Honda,Mobil 1 NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0457.jpg,750000.0,MR,473.0,1150.0,392.0,307 to ? W/Kg,2001.0,🇯🇵
379,Honda,N360 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0365.jpg,36000.0,FF,31.0,475.0,29.0,48 to ? W/Kg,1967.0,🇯🇵
380,Honda,NSX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0438.jpg,92070.0,MR,276.0,1340.0,304.0,154 to ? W/Kg,2001.0,🇯🇵
381,Honda,NSX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0430.jpg,80030.0,MR,276.0,1350.0,294.0,153 to ? W/Kg,1990.0,🇯🇵
382,Honda,NSX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0431.jpg,83070.0,MR,276.0,1350.0,294.0,153 to ? W/Kg,1993.0,🇯🇵
383,Honda,NSX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0432.jpg,84570.0,MR,276.0,1350.0,294.0,153 to ? W/Kg,1995.0,🇯🇵
384,Honda,NSX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0434.jpg,91070.0,MR,276.0,1350.0,304.0,153 to ? W/Kg,1997.0,🇯🇵
385,Honda,NSX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0435.jpg,92070.0,MR,276.0,1350.0,304.0,153 to ? W/Kg,1999.0,🇯🇵
387,Honda,NSX GT500 Base Model ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0461.jpg,950000.0,MR,493.0,1150.0,588.0,320 to ? W/Kg,2008.0,🇯🇵
389,Honda,NSX Type R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0445.jpg,119570.0,MR,276.0,1270.0,304.0,162 to 347 W/Kg,2002.0,🇯🇵
390,Honda,NSX Type R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0444.jpg,97070.0,MR,276.0,1230.0,294.0,167 to ? W/Kg,1992.0,🇯🇵
391,Honda,NSX Type S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0441.jpg,103570.0,MR,276.0,1320.0,304.0,156 to ? W/Kg,2001.0,🇯🇵
392,Honda,NSX Type S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0436.jpg,103570.0,MR,276.0,1320.0,304.0,156 to ? W/Kg,1997.0,🇯🇵
393,Honda,NSX Type S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0437.jpg,103570.0,MR,276.0,1320.0,304.0,156 to ? W/Kg,1999.0,🇯🇵
394,Honda,NSX Type S Zero ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0439.jpg,98570.0,MR,276.0,1270.0,304.0,162 to ? W/Kg,1997.0,🇯🇵
395,Honda,NSX Type S Zero ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0440.jpg,98570.0,MR,276.0,1270.0,304.0,162 to ? W/Kg,1999.0,🇯🇵
399,Honda,ODYSSEY ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0379.jpg,28650.0,4WD,158.0,1700.0,218.0,69 to ? W/Kg,2003.0,🇯🇵
400,Honda,PRELUDE Si VTEC ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0398.jpg,22050.0,FF,197.0,1280.0,219.0,115 to ? W/Kg,1991.0,🇯🇵
401,Honda,PRELUDE S¡R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0394.jpg,21830.0,FF,197.0,1260.0,219.0,117 to ? W/Kg,1996.0,🇯🇵
402,Honda,PRELUDE S¡R S spec ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0399.jpg,22930.0,FF,217.0,1270.0,221.0,128 to ? W/Kg,1998.0,🇯🇵
403,Honda,PRELUDE Type S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0401.jpg,26530.0,FF,217.0,1310.0,221.0,124 to ? W/Kg,1996.0,🇯🇵
404,Honda,PRELUDE Type S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0397.jpg,24930.0,FF,217.0,1310.0,221.0,124 to ? W/Kg,1998.0,🇯🇵
405,Honda,RAYBRIG HSV-010 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0467.jpg,980000.0,FR,493.0,1100.0,392.0,335 to ? W/Kg,2012.0,🇯🇵
406,Honda,RAYBRIG NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0453.jpg,750000.0,MR,473.0,1150.0,392.0,307 to ? W/Kg,2000.0,🇯🇵
